X, Y, Z, Concentration
250.0000,50.0000,-35.0000,0.00000000e+000
350.0000,50.0000,-35.0000,0.00000000e+000
450.0000,50.0000,-35.0000,0.00000000e+000
550.0000,50.0000,-35.0000,0.00000000e+000
650.0000,50.0000,-35.0000,0.00000000e+000
750.0000,50.0000,-35.0000,0.00000000e+000
850.0000,50.0000,-35.0000,0.00000000e+000
950.0000,50.0000,-35.0000,0.00000000e+000
1050.0000,50.0000,-35.0000,0.00000000e+000
1150.0000,50.0000,-35.0000,0.00000000e+000
1250.0000,50.0000,-35.0000,0.00000000e+000
1350.0000,50.0000,-35.0000,0.00000000e+000
1450.0000,50.0000,-35.0000,0.00000000e+000
1550.0000,50.0000,-35.0000,0.00000000e+000
